A1083XB66WEUA7,0692213740,4
A1083XB66WEUA7,1492718475,4
A10D4A1K64CXE2,0553393235,4
A10D4A1K64CXE2,0062457713,4
A10D4A1K64CXE2,0060094273,5
A10HN0EH8WBMMK,0143121707,5
A10HN0EH8WBMMK,0062409883,2
A10HN0EH8WBMMK,0307989909,5
A10HN0EH8WBMMK,0060518049,2
A10HN0EH8WBMMK,038568231X,4
A10SGV8C0KG3LN,6077547328,5
A10SGV8C0KG3LN,0470560770,5
A10SGV8C0KG3LN,1469228009,4
A10SGV8C0KG3LN,1477827226,5
A10SGV8C0KG3LN,0307582884,5
A10SGV8C0KG3LN,1477818065,4
A11DI9YTDOP03P,B017WJ5PR4,5
A11DI9YTDOP03P,B017V4IPPO,5
A11DI9YTDOP03P,0439249546,5
A131ZILQUNCTSA,0141339578,4
A13GJ2S168F9EN,0446520594,5
A13GJ2S168F9EN,0446568813,5
A13T12UGTVBNNH,0143170104,5
A13T12UGTVBNNH,1611735270,3
A13T12UGTVBNNH,B0076JPX46,5
A13UUE3XMRK8YG,1475031904,5
A13UUE3XMRK8YG,1500697974,5
A13ZGTJ64STW4X,1542722829,4
A13ZGTJ64STW4X,1786811138,4
A14LL6IVVFAUGJ,0451417054,5
A14LL6IVVFAUGJ,0451218043,5
A14OENBC3FM2BG,1623156122,2
A14OENBC3FM2BG,1477820469,1
A14OENBC3FM2BG,B01CIYURJE,2
A150TBYJQMBQ61,7208061645,4
A150TBYJQMBQ61,0385660073,4
A159KVMQ4TTC45,147782314X,4
A159KVMQ4TTC45,1477820450,3
A159KVMQ4TTC45,1469228009,4
A159KVMQ4TTC45,1503945626,3
A15G3FSXXZ0M8,099047982X,5
A15G3FSXXZ0M8,1477809732,4
A15G3FSXXZ0M8,1477829407,4
A15HPE00GOC3WO,1477822585,5
A15HPE00GOC3WO,0991677196,4
A15ZFIBL0Z0GX0,1466287047,5
A15ZFIBL0Z0GX0,0312577222,5
A1634ZLFN36LN5,0060557818,5
A1634ZLFN36LN5,0060558121,5
A167DMHQREZS7N,1455530093,5
A167DMHQREZS7N,080509668X,5
A167DMHQREZS7N,0425252868,5
A16JKXK45F4945,0147520762,4
A16JKXK45F4945,006195070X,4
A16JKXK45F4945,0099521296,5
A16KBJHAVKVCEJ,0028180062,4
A16KBJHAVKVCEJ,B015QPEV9E,4
A16KBJHAVKVCEJ,006195070X,4
A16KBJHAVKVCEJ,141433625X,5
A16NXFZ2SOIEYU,1491598778,4
A16NXFZ2SOIEYU,1477820876,5
A16NXFZ2SOIEYU,1477825576,4
A16P1CQ0YG4JO7,1503936171,2
A16P1CQ0YG4JO7,0385368267,5
A16P1CQ0YG4JO7,1477820876,2
A16P1CQ0YG4JO7,0849946158,5
A16RKEBQUNDE15,0312330529,4
A16RKEBQUNDE15,0147524199,3
A16TTRYBDQDXC5,B017WJ5PR4,5
A16TTRYBDQDXC5,B017V4IPPO,5
A16TTRYBDQDXC5,0307987647,5
A16TTRYBDQDXC5,0002247399,5
A16TTRYBDQDXC5,0002247437,5
A16TTRYBDQDXC5,0307283666,5
A16TTRYBDQDXC5,0439249546,5
A16TTRYBDQDXC5,034554398X,5
A16TTRYBDQDXC5,0007447868,5
A16TTRYBDQDXC5,0439358078,5
A16UMGBGLZHLA1,0989450252,5
A16UMGBGLZHLA1,0989450201,5
A16VCEP3GYUI5H,081298840X,5
A16VCEP3GYUI5H,080509668X,5
A16VCEP3GYUI5H,0316335614,5
A170H8LXTPH10O,000735083X,5
A170H8LXTPH10O,0765309408,4
A170H8LXTPH10O,B000BGS8T8,5
A174G8TLHC2ZFW,0615953948,5
A174G8TLHC2ZFW,1477829865,5
A174G8TLHC2ZFW,1477829822,5
A174G8TLHC2ZFW,1492123595,4
A174G8TLHC2ZFW,1477820450,3
A174G8TLHC2ZFW,0062073184,4
A174G8TLHC2ZFW,0141027126,4
A174G8TLHC2ZFW,1491591846,5
A174G8TLHC2ZFW,0345543254,5
A174G8TLHC2ZFW,1503945626,4
A174G8TLHC2ZFW,1612185304,5
A174G8TLHC2ZFW,1503936198,5
A174G8TLHC2ZFW,038568231X,4
A174G8TLHC2ZFW,1503952231,4
