A1083XB66WEUA7,0692213740,4
A1083XB66WEUA7,1492718475,4
A10D4A1K64CXE2,0553393235,4
A10D4A1K64CXE2,0062457713,4
A10D4A1K64CXE2,0060094273,5
A10HN0EH8WBMMK,0143121707,5
A10HN0EH8WBMMK,0062409883,2
A10HN0EH8WBMMK,0307989909,5
A10HN0EH8WBMMK,0060518049,2
A10HN0EH8WBMMK,038568231X,4
A10SGV8C0KG3LN,6077547328,5
A10SGV8C0KG3LN,0470560770,5
A10SGV8C0KG3LN,1469228009,4
A10SGV8C0KG3LN,1477827226,5
A10SGV8C0KG3LN,0307582884,5
A10SGV8C0KG3LN,1477818065,4
A11DI9YTDOP03P,B017WJ5PR4,5
A11DI9YTDOP03P,B017V4IPPO,5
A11DI9YTDOP03P,0439249546,5
A131ZILQUNCTSA,0141339578,4
A13GJ2S168F9EN,0446520594,5
A13GJ2S168F9EN,0446568813,5
A13T12UGTVBNNH,0143170104,5
A13T12UGTVBNNH,1611735270,3
A13T12UGTVBNNH,B0076JPX46,5
A13UUE3XMRK8YG,1475031904,5
A13UUE3XMRK8YG,1500697974,5
A13ZGTJ64STW4X,1542722829,4
A13ZGTJ64STW4X,1786811138,4
A14LL6IVVFAUGJ,0451417054,5
A14LL6IVVFAUGJ,0451218043,5
A14OENBC3FM2BG,1623156122,2
A14OENBC3FM2BG,1477820469,1
A14OENBC3FM2BG,B01CIYURJE,2
A150TBYJQMBQ61,7208061645,4
A150TBYJQMBQ61,0385660073,4
A159KVMQ4TTC45,147782314X,4
A159KVMQ4TTC45,1477820450,3
A159KVMQ4TTC45,1469228009,4
A159KVMQ4TTC45,1503945626,3
A15G3FSXXZ0M8,099047982X,5
A15G3FSXXZ0M8,1477809732,4
A15G3FSXXZ0M8,1477829407,4
A15HPE00GOC3WO,1477822585,5
A15HPE00GOC3WO,0991677196,4
A15ZFIBL0Z0GX0,1466287047,5
A15ZFIBL0Z0GX0,0312577222,5
A1634ZLFN36LN5,0060557818,5
A1634ZLFN36LN5,0060558121,5
A167DMHQREZS7N,1455530093,5
A167DMHQREZS7N,080509668X,5
A167DMHQREZS7N,0425252868,5
A16JKXK45F4945,0147520762,4
A16JKXK45F4945,006195070X,4
A16JKXK45F4945,0099521296,5
A16KBJHAVKVCEJ,0028180062,4
A16KBJHAVKVCEJ,B015QPEV9E,4
A16KBJHAVKVCEJ,006195070X,4
A16KBJHAVKVCEJ,141433625X,5
