A1083XB66WEUA7,0692213740,4
A10D4A1K64CXE2,0553393235,4
A10D4A1K64CXE2,0060094273,5
A10HN0EH8WBMMK,0143121707,5
A10HN0EH8WBMMK,0307989909,5
A10HN0EH8WBMMK,0060518049,2
A10HN0EH8WBMMK,038568231X,4
A10SGV8C0KG3LN,6077547328,5
A10SGV8C0KG3LN,1469228009,4
A10SGV8C0KG3LN,1477827226,5
A10SGV8C0KG3LN,0307582884,5
A10SGV8C0KG3LN,1477818065,4
A11DI9YTDOP03P,B017WJ5PR4,5
A11DI9YTDOP03P,0439249546,5
A131ZILQUNCTSA,0141339578,4
A13GJ2S168F9EN,0446520594,5
A13T12UGTVBNNH,0143170104,5
A13T12UGTVBNNH,B0076JPX46,5
A13UUE3XMRK8YG,1475031904,5
A13ZGTJ64STW4X,1542722829,4
A14LL6IVVFAUGJ,0451417054,5
A14OENBC3FM2BG,1623156122,2
A14OENBC3FM2BG,B01CIYURJE,2
A150TBYJQMBQ61,7208061645,4
A159KVMQ4TTC45,147782314X,4
A159KVMQ4TTC45,1469228009,4
A159KVMQ4TTC45,1503945626,3
A15G3FSXXZ0M8,099047982X,5
A15G3FSXXZ0M8,1477829407,4
A15HPE00GOC3WO,1477822585,5
A15ZFIBL0Z0GX0,1466287047,5
A1634ZLFN36LN5,0060557818,5
A167DMHQREZS7N,1455530093,5
A167DMHQREZS7N,0425252868,5
A16JKXK45F4945,0147520762,4
A16JKXK45F4945,0099521296,5
A16KBJHAVKVCEJ,0028180062,4
A16KBJHAVKVCEJ,006195070X,4
A16KBJHAVKVCEJ,141433625X,5
A16NXFZ2SOIEYU,1491598778,4
A16NXFZ2SOIEYU,1477825576,4
A16P1CQ0YG4JO7,1503936171,2
A16P1CQ0YG4JO7,1477820876,2
A16P1CQ0YG4JO7,0849946158,5
A16RKEBQUNDE15,0312330529,4
A16TTRYBDQDXC5,B017WJ5PR4,5
A16TTRYBDQDXC5,0307987647,5
A16TTRYBDQDXC5,0002247399,5
A16TTRYBDQDXC5,0002247437,5
A16TTRYBDQDXC5,0307283666,5
A16TTRYBDQDXC5,0439249546,5
A16TTRYBDQDXC5,034554398X,5
A16TTRYBDQDXC5,0007447868,5
A16TTRYBDQDXC5,0439358078,5
A16UMGBGLZHLA1,0989450252,5
A16VCEP3GYUI5H,081298840X,5
A16VCEP3GYUI5H,0316335614,5
A170H8LXTPH10O,000735083X,5
A170H8LXTPH10O,B000BGS8T8,5
A174G8TLHC2ZFW,0615953948,5
A174G8TLHC2ZFW,1477829822,5
A174G8TLHC2ZFW,1492123595,4
A174G8TLHC2ZFW,1477820450,3
A174G8TLHC2ZFW,0062073184,4
A174G8TLHC2ZFW,0141027126,4
A174G8TLHC2ZFW,1491591846,5
A174G8TLHC2ZFW,0345543254,5
A174G8TLHC2ZFW,1503945626,4
A174G8TLHC2ZFW,1612185304,5
A174G8TLHC2ZFW,1503936198,5
A174G8TLHC2ZFW,038568231X,4
A174G8TLHC2ZFW,1503952231,4
A1770KPIZC5BAZ,0385336667,4
A1770KPIZC5BAZ,0385340559,3
A1770KPIZC5BAZ,0451468740,2
A1770KPIZC5BAZ,0399144676,4
A17A42XU7X9YO4,1503953319,5
A17KVAZCV4SDEQ,0849946158,2
A17OUVDR2D0KX0,1410472922,3
A17UT84AR48XZI,0143038419,4
A17UZGLI8FHIVU,B00006JO24,5
A18J44XTV61DLZ,0007141424,5
A18NXOJSKPOGDT,1503945545,5
A18NXOJSKPOGDT,1491591846,5
A18NXOJSKPOGDT,1477820469,5
A18NXOJSKPOGDT,1503950255,5
A18NXOJSKPOGDT,0307265439,3
A18RZNW11Z01B9,1452605165,5
A190OSOCDM2H8O,0764218913,5
A190OSOCDM2H8O,0140390316,5
A190OSOCDM2H8O,1530126894,5
A1914ESUBEESNL,0425273865,2
A1914ESUBEESNL,0425266060,5
A198L0FS24RK7E,0297859382,4
A19LUSGE47C2M5,0843961449,3
A19UIU65J0AQVC,1477818294,3
A1A0NHOV7TEBZ5,0613171373,5
A1AAVTAPP71QK8,B017WJ5PR4,5
A1AAVTAPP71QK8,0439249546,5
A1AAXVBMX4MWVC,0312853238,5
A1AQNMHSOJVLUT,0615581927,5
A1AQNMHSOJVLUT,097901977X,5
A1AQNMHSOJVLUT,144235948X,5
A1AQNMHSOJVLUT,1477817182,5
A1AQNMHSOJVLUT,B00CLMX0D4,5
A1BBA8U54JAN9T,1503936864,5
A1BIICNFWM8JWP,0147520762,3
A1BIICNFWM8JWP,1520396074,5
A1BIICNFWM8JWP,0316225983,5
A1BIICNFWM8JWP,0393072231,5
A1BIICNFWM8JWP,B002DY9LZQ,5
A1BIICNFWM8JWP,0316055433,3
A1BIICNFWM8JWP,0316225932,4
A1BIICNFWM8JWP,0385543026,5
A1BIICNFWM8JWP,038568231X,5
A1BIICNFWM8JWP,0312330529,5
A1BIOJVIBZJ7FG,0316206857,5
A1BIOJVIBZJ7FG,0399167064,5
A1BL1JSEXBUSKZ,0307476073,5
A1BP8Z2BKUUA0V,1683247353,4
A1BPGCE8S1Q63K,0028180062,5
A1BSAU7YWTZJGB,1501110365,5
A1BT1G82CQX3IG,0143170104,3
A1BT1G82CQX3IG,B0076JPX46,3
A1DAPMST4M1AAL,0099911701,4
A1DAPMST4M1AAL,B011UNEZN8,5
A1DAPMST4M1AAL,0312577222,5
A1DAPMST4M1AAL,1503952088,5
A1DOB3T0CHWVXL,0307967115,5
A1DOB3T0CHWVXL,0099740915,4
A1DPG1Y95TPY88,0001048767,4
A1DPG1Y95TPY88,0385660073,5
A1DQSOAIF3IZYN,0316225908,5
A1DRDTGZUGYDE3,0141328290,2
A1DRDTGZUGYDE3,0505527847,2
A1DRDTGZUGYDE3,1490527516,2
A1DRDTGZUGYDE3,1477824944,3
A1DRDTGZUGYDE3,0099911701,5
A1DRDTGZUGYDE3,147003655X,2
A1DRDTGZUGYDE3,0739438069,3
A1DRDTGZUGYDE3,1477820019,5
A1E408D9QFMHT9,074356619X,2
A1E408D9QFMHT9,1475070306,4
A1E408D9QFMHT9,0993862500,5
A1E408D9QFMHT9,0316069515,5
A1E408D9QFMHT9,0385541171,5
A1E408D9QFMHT9,0615437850,5
A1E408D9QFMHT9,0544320832,5
A1E408D9QFMHT9,1477818065,3
A1E408D9QFMHT9,0385523394,5
A1E408D9QFMHT9,1503281981,5
A1E408D9QFMHT9,1503937623,5
A1E5ZAWTFDX2XJ,B000X1MX7E,2
A1ECB48QT6QXR1,006195070X,5
A1ECB48QT6QXR1,0641866240,5
A1EJ7WD6TJRWKT,0143038419,3
A1F91JZ0QP46P9,0141328290,4
A1F91JZ0QP46P9,030788743X,5
A1FFOPGABS1W46,1683247353,4
A1FLCXKFP527HQ,0140390197,5
A1FLCXKFP527HQ,0140437681,5
A1FOMPFDY7U3BI,B00ES25FBA,5
A1FRWGL4ECOM9Z,0143130609,5
A1GNX8US3AGYOL,031604461X,5
A1GPORG8BYJ6HL,1433688670,5
A1GPORG8BYJ6HL,0340943831,5
A1H3DOCWKURMKM,0743572203,5
A1H3DOCWKURMKM,0399160450,5
A1H5V1TJ1XSQ6H,0544264975,3
A1HGP6QO240WGA,B000X1MX7E,5
A1I3LB35X224OD,0143109464,5
A1ICCQ975XCMOM,0316225940,5
A1ICCQ975XCMOM,0385539436,4
A1ID4D68J0XTGR,1492976423,5
A1IMHMJBYYSF5S,0545582881,1
A1IU5YCJ8BBQ69,B017WJ5PR4,5
A1IU5YCJ8BBQ69,0439249546,5
A1IYN8CZ2VQUMG,0399128298,5
A1J08B9DAXAZVY,0575081406,2
A1J08B9DAXAZVY,0982717105,1
A1J3VV1YTDBJ45,1101946342,5
A1JBS9DH6HTZRH,0684824906,5
A1KHEHIYSI46RU,1475031904,5
A1KISBM4ST9O3U,0002171856,5
A1KISBM4ST9O3U,0316001821,5
A1KISBM4ST9O3U,0024181900,5
A1KISBM4ST9O3U,0316405388,5
A1KISBM4ST9O3U,0316210900,5
A1KISBM4ST9O3U,B00Y68O6WK,5
A1KISBM4ST9O3U,B0000547HM,5
A1KISBM4ST9O3U,0340820462,5
A1KISBM4ST9O3U,0316407046,5
A1KISBM4ST9O3U,0399142533,5
A1KJBL473MFZLC,1477809732,5
A1KJBL473MFZLC,147782801X,4
A1KKKR2JE1OXG4,0375434542,3
A1KKKR2JE1OXG4,0345543254,3
A1KUPIB95Q84KW,B00714PZMQ,5
A1KYPSYY4TK5AG,0375969020,5
A1KYPSYY4TK5AG,0641866240,5
A1KYPSYY4TK5AG,1503954064,5
A1KYPSYY4TK5AG,0310708257,5
A1LLZVH7PUTEUT,1455134767,5
A1LOVR4PLGP9NJ,0446691437,5
A1MB58NX8Q9GRZ,0310081122,5
A1MBH97XJMGGME,1433688670,5
A1MBH97XJMGGME,1477820469,2
A1MEVFFTB1MNX1,1455530093,5
A1N14KPDPUKWXG,0307967115,3
A1N14KPDPUKWXG,1503950778,4
A1NYPLDLIHMN7B,0141328290,5
A1O6838A2ABUBR,000735083X,5
A1OS11W07BLB57,1433688670,5
A1P9WNP5AOTL25,0615953948,5
A1P9WNP5AOTL25,6077547328,4
A1P9WNP5AOTL25,0991677196,2
A1P9WNP5AOTL25,0385336667,5
A1P9WNP5AOTL25,0692282343,4
A1P9WNP5AOTL25,030770663X,2
A1P9WNP5AOTL25,0385336675,5
A1P9WNP5AOTL25,0307582884,4
A1P9WNP5AOTL25,1480504246,3
